Element,Element Code,Item,Item Code,Year,Value
Food supply (kcal/capita/day),664,Rice and Products,2805,1984,27.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1985,27.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1986,30.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1987,27.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1988,28.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1989,28.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1990,28.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1991,30.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1992,26.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1993,22.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1994,24.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1995,22.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1996,24.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1997,24.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1998,42.0
Food supply (kcal/capita/day),664,Rice and Products,2805,1999,37.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2000,43.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2001,47.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2002,54.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2003,57.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2004,54.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2005,59.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2006,57.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2007,60.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2008,72.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2009,66.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2010,74.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2011,73.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2012,76.0
Food supply (kcal/capita/day),664,Rice and Products,2805,2013,68.0
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1961,0.24
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1962,0.29
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1963,0.24
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1964,0.25
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1965,0.26
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1966,0.26
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1967,0.24
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1968,0.3
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1969,0.29
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1970,0.28
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1971,0.35
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1972,0.34
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1973,0.31
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1974,0.29
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1975,0.29
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1976,0.41
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1977,0.41
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1978,0.39
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1979,0.32
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1980,0.42
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1981,0.43
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1982,0.45
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1983,0.53
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1984,0.53
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1985,0.53
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1986,0.59
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1987,0.52
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1988,0.54
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1989,0.55
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1990,0.55
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1991,0.58
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1992,0.5
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1993,0.44
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1994,0.47
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1995,0.42
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1996,0.47
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1997,0.48
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1998,0.78
Protein supply quantity (g/capita/day),674,Rice and Products,2805,1999,0.69
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2000,0.78
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2001,0.86
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2002,0.99
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2003,1.06
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2004,1.0
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2005,1.09
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2006,1.05
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2007,1.12
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2008,1.35
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2009,1.23
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2010,1.38
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2011,1.37
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2012,1.43
Protein supply quantity (g/capita/day),674,Rice and Products,2805,2013,1.28
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1961,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1962,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1963,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1964,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1965,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1966,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1967,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1968,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1969,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1970,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1971,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1972,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1973,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1974,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1975,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1976,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1977,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1978,0.05
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1979,0.03
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1980,0.05
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1981,0.05
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1982,0.04
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1983,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1984,0.05
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1985,0.05
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1986,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1987,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1988,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1989,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1990,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1991,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1992,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1993,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1994,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1995,0.06
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1996,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1997,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1998,0.08
Fat supply quantity (g/capita/day),684,Rice and Products,2805,1999,0.07
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2000,0.09
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2001,0.09
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2002,0.11
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2003,0.11
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2004,0.11
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2005,0.12
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2006,0.11
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2007,0.12
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2008,0.14
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2009,0.13
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2010,0.14
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2011,0.14
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2012,0.15
Fat supply quantity (g/capita/day),684,Rice and Products,2805,2013,0.13
Food,5142,Barley and products,2513,1961,15.0
Food,5142,Barley and products,2513,1962,16.0
Food,5142,Barley and products,2513,1963,30.0
Food,5142,Barley and products,2513,1964,16.0
Food,5142,Barley and products,2513,1965,18.0
Food,5142,Barley and products,2513,1966,16.0
Food,5142,Barley and products,2513,1967,15.0
Food,5142,Barley and products,2513,1968,15.0
Food,5142,Barley and products,2513,1969,18.0
Food,5142,Barley and products,2513,1970,18.0
Food,5142,Barley and products,2513,1971,19.0
Food,5142,Barley and products,2513,1972,20.0
Food,5142,Barley and products,2513,1973,26.0
Food,5142,Barley and products,2513,1974,21.0
Food,5142,Barley and products,2513,1975,19.0
Food,5142,Barley and products,2513,1976,22.0
Food,5142,Barley and products,2513,1977,19.0
Food,5142,Barley and products,2513,1978,25.0
Food,5142,Barley and products,2513,1979,28.0
Food,5142,Barley and products,2513,1980,17.0
Food,5142,Barley and products,2513,1981,14.0
Food,5142,Barley and products,2513,1982,19.0
Food,5142,Barley and products,2513,1983,22.0
Food,5142,Barley and products,2513,1984,21.0
Food,5142,Barley and products,2513,1985,20.0
Food,5142,Barley and products,2513,1986,17.0
Food,5142,Barley and products,2513,1987,21.0
Food,5142,Barley and products,2513,1988,20.0
Food,5142,Barley and products,2513,1989,21.0
Food,5142,Barley and products,2513,1990,21.0
Food,5142,Barley and products,2513,1991,22.0
Food,5142,Barley and products,2513,1992,19.0
Food,5142,Barley and products,2513,1993,17.0
Food,5142,Barley and products,2513,1994,15.0
Food,5142,Barley and products,2513,1995,13.0
Food,5142,Barley and products,2513,1996,14.0
Food,5142,Barley and products,2513,1997,29.0
Food,5142,Barley and products,2513,1998,56.0
Food,5142,Barley and products,2513,1999,69.0
Food,5142,Barley and products,2513,2000,27.0
Food,5142,Barley and products,2513,2001,9.0
Food,5142,Barley and products,2513,2002,11.0
Food,5142,Barley and products,2513,2003,24.0
Food,5142,Barley and products,2513,2004,26.0
Food,5142,Barley and products,2513,2005,26.0
Food,5142,Barley and products,2513,2006,37.0
Food,5142,Barley and products,2513,2007,40.0
Food,5142,Barley and products,2513,2008,38.0
Food,5142,Barley and products,2513,2009,45.0
Food,5142,Barley and products,2513,2010,39.0
Food,5142,Barley and products,2513,2011,44.0
Food,5142,Barley and products,2513,2012,49.0
Food,5142,Barley and products,2513,2013,48.0
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1961,0.29
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1962,0.31
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1963,0.55
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1964,0.29
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1965,0.33
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1966,0.3
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1967,0.27
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1968,0.28
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1969,0.32
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1970,0.31
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1971,0.34
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1972,0.35
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1973,0.46
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1974,0.37
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1975,0.33
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1976,0.39
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1977,0.34
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1978,0.44
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1979,0.49
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1980,0.31
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1981,0.24
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1982,0.34
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1983,0.4
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1984,0.37
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1985,0.35
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1986,0.3
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1987,0.37
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1988,0.35
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1989,0.37
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1990,0.36
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1991,0.38
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1992,0.33
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1993,0.29
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1994,0.25
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1995,0.22
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1996,0.24
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1997,0.5
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1998,0.96
Food supply quantity (kg/capita/yr),645,Barley and products,2513,1999,1.17
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2000,0.46
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2001,0.15
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2002,0.19
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2003,0.4
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2004,0.43
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2005,0.44
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2006,0.61
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2007,0.65
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2008,0.61
Food supply quantity (kg/capita/yr),645,Barley and products,2513,2009,0.73
